pk,symbol,name,name_a
1961,CSTR,CapStar Financial Holdings Inc,"capstar,financial"
3339,GNTY,Guaranty Bancshares Inc,"guaranty,bancshares"
2310,DSU,Blackrock Debt Strategies Fund Inc,"blackrock,debt"
7460,TRNS,Transcat Inc,transcat
6107,PSPC,Post Holdings Partnering Corporation,[]
7951,WALD,Waldencast Acquisition Corp,"waldencast,acquisition"
4029,IRMD,iRadimed Corporation,"iradimed,corporation"
1239,BRLT,Brilliant Earth Group Inc,"brilliant,earth"
4750,MDXG,MiMedx Group Inc,"mimedx,group"
2995,FRXB,Forest Road Acquisition Corp,"forest,road"
987,BFAC,Battery Future Acquisition Corp,"battery,future"
7577,TYRA,Tyra Biosciences Inc,"tyra,biosciences"
4463,LGO,Largo Inc,largo
4609,LUXA,Lux Health Tech Acquisition Corp,"lux,health"
7070,STK,Columbia Seligman Premium Technology Growth Fd,"columbia,seligman"
1710,CMBM,Cambium Networks Corporation,"cambium,networks"
5079,MYN,Blackrock MuniYield New York Quality Fund Inc,[]
542,APPH,AppHarvest Inc,appharvest
6820,SLCR,Silver Crest Acquisition Corporation,"silver,crest"
3189,GFX,Golden Falcon Acquisition Corp,"golden,falcon"
4495,LIND,Lindblad Expeditions Holdings Inc,"lindblad,expeditions"
821,AWP,Aberdeen Global Premier Properties Fd,[]
4945,MPB,Mid Penn Bancorp,"mid,penn"
6856,SMBC,Southern Missouri Bancorp Inc,"southern,missouri"
5349,NSR,Nomad Royalty Company Ltd,"nomad,royalty"
4114,JCIC,Jack Creek Investment Corp,"jack,creek"
3252,GLBL,Cartesian Growth Corporation,"cartesian,growth"
3527,HCIC,Hennessy Capital Investment Corp,"hennessy,capital"
5501,OEPW,One Equity Partners Open Water I Corp,"one,equity"
3442,GSQD,G Squared Ascend I Inc,[]
51,ABUS,Arbutus Biopharma Corporation,"arbutus,biopharma"
7132,SVM,Silvercorp Metals Inc,"silvercorp,metals"
2179,DHHC,DiamondHead Holdings Corp,"diamondhead,holdings"
2729,FACT,Freedom Acquisition I Corp,"freedom,acquisition"
6627,SCLE,Broadscale Acquisition Corp,"broadscale,acquisition"
6959,SPGS,Simon Property Group Acquisition Holdings Inc,[]
6814,SLAC,Social Leverage Acquisition Corp I Class A,"social,leverage"
86,ACII,Atlas Crest Investment Corp,"atlas,crest"
7555,TWNI,Tailwind International Acquisition Corp,"tailwind,international"
1604,CHW,Calamos Global Dynamic Income Fd,[]
1813,COLI,Colicity Inc,colicity
4422,LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,"lead,edge"
6464,ROSS,Ross Acquisition Corp II Class A Ordinary Shares,"ross,acquisition"
59,ACAH,Atlantic Coastal Acquisition Corp,[]
6635,SCOB,ScION Tech Growth II Class A Ordinary Shares,[]
5040,MTVC,Motive Capital Corp II Class A Ordinary Shares,"motive,capital"
4654,MACC,Mission Advancement Corp,"mission,advancement"
6518,RXRA,RXR Acquisition Corp,"rxr,acquisition"
6580,SB,Safe Bulkers Inc  ($0,"safe,bulkers"
6458,RONI,Rice Acquisition Corp,"rice,acquisition"
8224,ZIMV,ZimVie Inc,zimvie
7351,TIOA,Tio Tech A Class A Ordinary Share,"tio,tech"
2723,EZPW,EZCORP Inc,ezcorp
6130,PTOC,Pine Technology Acquisition Corp,"pine,technology"
2894,FMIV,Forum Merger IV Corporation,"forum,merger"
8247,ZT,Zimmer Energy Transition Acquisition Corp,"zimmer,energy"
4630,LXRX,Lexicon Pharmaceuticals Inc,"lexicon,pharmaceuticals"
2269,DOYU,DouYu International Holdings Limited ADS,"douyu,international"
2159,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,"flaherty,&"
3834,IEA,Infrastructure and Energy Alternatives Inc,"iea,infrastructure"
4625,LX,LexinFintech Holdings Ltd,"lexinfintech,holdings"
4429,LEO,BNY Mellon Strategic Municipals Inc,[]
196,AERI,Aerie Pharmaceuticals Inc,"aerie,pharmaceuticals"
4502,LITT,Logistics Innovation Technologies Corp,"logistics,innovation"
108,ACRO,Acropolis Infrastructure Acquisition Corp,"acropolis,infrastructure"
7471,TRTL,TortoiseEcofin Acquisition Corp,"tortoiseecofin,acquisition"
6955,SPFI,South Plains Financial Inc,"south,plains"
6121,PTGX,Protagonist Therapeutics Inc,protagonist
7980,WEBR,Weber Inc,weber
7439,TRC,Tejon Ranch Co,"tejon,ranch"
3028,FTCI,FTC Solar Inc,"ftc,solar"
7554,TWND,Tailwind Acquisition Corp,"tailwind,acquisition"
5599,OPY,Oppenheimer Holdings Inc,"oppenheimer,holdings"
7108,SUAC,ShoulderUp Technology Acquisition Corp,"shoulderup,technology"
5970,PNNT,PennantPark Investment Corporation,"pennantpark,investment"
5192,NFYS,Enphys Acquisition Corp,"enphys,acquisition"
4302,KPTI,Karyopharm Therapeutics Inc,karyopharm
3131,GCI,Gannett Co,"gannett,co"
2621,ESPR,Esperion Therapeutics Inc,esperion
3214,GHG,GreenTree Hospitality Group Ltd,"greentree,hospitality"
6225,RAD,Rite Aid Corporation,"rite,aid"
3449,GTE,Gran Tierra Energy Inc,"gran,tierra"
7751,VCXB,10X Capital Venture Acquisition Corp,[]
5176,NEWP,New Pacific Metals Corp,"new,pacific"
2872,FLIC,First of Long Island Corporation,"first,of"
3116,GBIO,Generation Bio Co,"generation,bio"
1175,BODY,The Beachbody Company Inc,"the,beachbody"
942,BCSA,Blockchain Coinvestors Acquisition Corp,"blockchain,coinvestors"
6203,QSI,Quantum-Si Incorporated Class A,"quantum-si,incorporated"
3792,IBCP,Independent Bank Corporation,"independent,bank"
6071,PRTS,CarParts,carparts
2952,FRA,Blackrock Floating Rate Income Strategies Fd,[]
7820,VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),"invesco,advantage"
3106,GATE,Marblegate Acquisition Corp,"marblegate,acquisition"
1358,BZH,Beazer Homes USA Inc,"beazer,homes"
3230,GIIX,Gores Holdings VIII Inc,[]
3516,HCAR,Healthcare Services Acquisition Corporation,"healthcare,services"
3749,HVT,Haverty Furniture Companies Inc,"haverty,furniture"
2324,DTOC,Digital Transformation Opportunities Corp,"digital,transformation"
1452,CCNE,CNB Financial Corporation,"cnb,financial"
6247,RBOT,Vicarious Surgical Inc,"vicarious,surgical"
2031,CVLG,Covenant Logistics Group Inc,"covenant,logistics"
7080,STON,StoneMor Inc,stonemor
5870,PHAT,Phathom Pharmaceuticals Inc,"phathom,pharmaceuticals"
1354,BYTS,BYTE Acquisition Corp,"byte,acquisition"
1617,CIFR,Cipher Mining Inc,"cipher,mining"
1252,BRT,BRT Apartments Corp,"brt,apartments"
323,AKA,AKA Brands Holding Corp,"aka,brands"
7434,TPVG,TriplePoint Venture Growth BDC Corp,"triplepoint,venture"
1504,CEM,ClearBridge MLP and Midstream Fund Inc,"clearbridge,mlp"
8081,WSBF,Waterstone Financial Inc,"waterstone,financial"
4431,LEU,Centrus Energy Corp,"centrus,energy"
1652,CLAA,Colonnade Acquisition Corp,"colonnade,acquisition"
700,ATAX,America First Multifamily Investors L,"america,first"
396,ALRS,Alerus Financial Corporation,"alerus,financial"
7764,VERA,Vera Therapeutics Inc,"vera,therapeutics"
5889,PIAI,Prime Impact Acquisition I Class A Ordinary Shares,"prime,impact"
6011,PPT,Putnam Premier Income Trust,"putnam,premier"
6241,RBB,RBB Bancorp,"rbb,bancorp"
2728,FACA,Figure Acquisition Corp,"figure,acquisition"
7905,VSTA,Vasta Platform Limited Class A Ordinary Shares,"vasta,platform"
2305,DSKE,Daseke Inc,daseke
2677,EVLV,Evolv Technologies Holdings Inc,"evolv,technologies"
3710,HTBI,HomeTrust Bancshares Inc,"hometrust,bancshares"
6062,PRSR,Prospector Capital Corp,"prospector,capital"
6091,PSAG,Property Solutions Acquisition Corporation,"property,solutions"
2935,FOUN,Founder SPAC Class A Ordinary Shares,"founder,spac"
8090,WTBA,West Bancorporation,"west,bancorporation"
5047,MUDS,Mudrick Capital Acquisition Corporation,"mudrick,capital"
6226,RADA,RADA Electronic Industries Ltd,"rada,electronic"
5831,PFDR,Pathfinder Acquisition Corporation,"pathfinder,acquisition"
1023,BHB,Bar Harbor Bankshares Inc,"bar,harbor"
413,ALXO,ALX Oncology Holdings Inc,"alx,oncology"
1888,CRBU,Caribou Biosciences Inc,"caribou,biosciences"
2852,FISI,Financial Institutions Inc,"financial,institutions"
4713,MCFT,MasterCraft Boat Holdings Inc,"mastercraft,boat"
2373,EAD,Allspring Income Opportunities Fd,"allspring,income"
6522,RXST,RxSight Inc,rxsight
4344,KVSA,Khosla Ventures Acquisition Co,"khosla,ventures"
4860,MIY,Blackrock MuniYield Michigan Quality Fund Inc,[]
6845,SLQT,SelectQuote Inc,selectquote
1603,CHUY,Chuy's Holdings Inc,"chuy's,holdings"
1853,CPAC,Cementos Pacasmayo S,"cementos,pacasmayo"
2662,EVC,Entravision Communications Corporation,"entravision,communications"
6857,SMBK,SmartFinancial Inc,smartfinancial
675,ASPN,Aspen Aerogels Inc,"aspen,aerogels"
1477,CDR,Cedar Realty Trust Inc,"cedar,realty"
1982,CTLP,Cantaloupe Inc,cantaloupe
1230,BRKH,BurTech Acquisition Corp,"burtech,acquisition"
2312,DSX,Diana Shipping inc,"diana,shipping"
2132,DCRD,Decarbonization Plus Acquisition Corporation,"decarbonization,plus"
5925,PLMI,Plum Acquisition Corp,"plum,acquisition"
7874,VPG,Vishay Precision Group Inc,"vishay,precision"
7204,TARS,Tarsus Pharmaceuticals Inc,"tarsus,pharmaceuticals"
3007,FSP,Franklin Street Properties Corp,"franklin,street"
3502,HAYN,Haynes International Inc,"haynes,international"
3113,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,"guggenheim,taxable"
7753,VEC,Vectrus Inc,vectrus
7711,UVE,UNIVERSAL INSURANCE HOLDINGS INC,"universal,insurance"
480,ANAC,Arctos NorthStar Acquisition Corp,"arctos,northstar"
5839,PFIS,Peoples Financial Services Corp,"peoples,financial"
2453,EGY,VAALCO Energy Inc,"vaalco,energy"
5100,NAT,Nordic American Tankers Limited,"nordic,american"
5953,PMO,Putnam Municipal Opportunities Trust,"putnam,municipal"
113,ACTD,ArcLight Clean Transition Corp,"arclight,clean"
2998,FSD,First Trust High Income Long Short Fd,[]
4883,MMAT,Meta Materials Inc,"meta,materials"
4292,KODK,Eastman Kodak Company Common New,"eastman,kodak"
2899,FMTX,Forma Therapeutics Holdings Inc,"forma,holdings"
2392,EBTC,Enterprise Bancorp Inc,"enterprise,bancorp"
6419,RMT,Royce Micro-Cap Trust Inc,"royce,micro-cap"
3852,IGIC,International General Insurance Holdings Ltd,"international,general"
5057,MVBF,MVB Financial Corp,"mvb,financial"
7814,VITL,Vital Farms Inc,"vital,farms"
3536,HCNE,Jaws Hurricane Acquisition Corp,"jaws,hurricane"
6477,RRBI,Red River Bancshares Inc,"red,river"
1010,BGRY,Berkshire Grey Inc,"berkshire,grey"
3704,HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,"hersha,hospitality"
7353,TIPT,Tiptree Inc,tiptree
2205,DJCO,Daily Journal Corp,"daily,journal"
6764,SIER,Sierra Lake Acquisition Corp,"sierra,lake"
3739,HUMA,Humacyte Inc,humacyte
1545,CFVI,CF Acquisition Corp,[]
1402,CASA,Casa Systems Inc,"casa,systems"
601,ARGU,Argus Capital Corp,[]
4812,MGTX,MeiraGTx Holdings plc Ordinary Shares,"meiragtx,holdings"
1957,CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,"constellation,acquisition"
7028,SSAA,Science Strategic Acquisition Corp,"science,strategic"
3679,HQL,TeklaLife Sciences Investors,"teklalife,sciences"
4333,KTF,DWS Municipal Income Trust,"dws,municipal"
1018,BH,Biglari Holdings Inc,"biglari,holdings"
606,ARIS,Aris Water Solutions Inc,"aris,water"
238,AGGR,Agile Growth Corp,"agile,growth"
3666,HPF,John Hancock Pfd Income Fd,[]
2174,DHCA,DHC Acquisition Corp,"dhc,acquisition"
3626,HMCO,HumanCo Acquisition Corp,"humanco,acquisition"
3598,HIO,Western Asset High Income Opportunity Fund Inc,[]
5104,NAUT,Nautilus Biotechnolgy Inc,"nautilus,biotechnolgy"
810,AVTE,Aerovate Therapeutics Inc,aerovate
4990,MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,"studio,city"
8153,XOS,Xos Inc,xos
2079,CZNC,Citizens & Northern Corp,"citizens,&"
5041,MTW,Manitowoc Company Inc,manitowoc
8037,WLDN,Willdan Group Inc,"willdan,group"
3118,GBLI,Global Indemnity Group LLC Class A  (DE),"global,indemnity"
3465,GTYH,GTY Technology Holdings Inc,"gty,technology"
6013,PPYA,Papaya Growth Opportunity Corp,"papaya,growth"
2617,ESM,ESM Acquisition Corporation,"esm,acquisition"
70,ACDI,Ascendant Digital Acquisition Corp,"ascendant,digital"
448,AMOT,Allied Motion Technologies Inc,"allied,motion"
3011,FSRX,FinServ Acquisition Corp,"finserv,acquisition"
827,AXGN,Axogen Inc,axogen
4773,MESO,Mesoblast Limited,"mesoblast,limited"
4695,MBSC,M3-Brigade Acquisition III Corp,[]
6659,SDHY,PGIM Short Duration High Yield Opportunities Fd,"pgim,short"
4311,KRNL,Kernel Group Holdings Inc,"kernel,group"
7797,VIEW,View Inc,"view,inc"
282,AHRN,Ahren Acquisition Corp,"ahren,acquisition"
7021,SRRK,Scholar Rock Holding Corporation,"scholar,rock"
407,ALTU,Altitude Acquisition Corp,"altitude,acquisition"
3846,IGAC,IG Acquisition Corp,"ig,acquisition"
1375,CAF,Morgan Stanley China A Share Fund Inc,[]
4186,JUN,Juniper II Corp,"juniper,ii"
1111,BLI,Berkeley Lights Inc,"berkeley,lights"
5203,NGVC,Natural Grocers by Vitamin Cottage Inc,"natural,grocers"
8166,XPOA,DPCM Capital Inc,"dpcm,capital"
6732,SHBI,Shore Bancshares Inc,"shore,bancshares"
6768,SIFY,Sify Technologies Limited,"sify,technologies"
3727,HTPA,Highland Transcend Partners I Corp,"highland,transcend"
2645,ETO,Eaton Vance Tax-Advantage Global Dividend Opp,[]
7830,VLN,Valens Semiconductor Ltd,"valens,semiconductor"
1562,CHAA,Catcha Investment Corp,"catcha,investment"
3368,GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,"global,partner"
6401,RM,Regional Management Corp,"regional,management"
1846,COVA,COVA Acquisition Corp,"cova,acquisition"
6575,SATL,Satellogic Inc,satellogic
1165,BNR,Burning Rock Biotech Limited,"burning,rock"
3826,IDEX,Ideanomics Inc,ideanomics
5284,NODK,NI Holdings Inc,"ni,holdings"
685,ASTR,Astra Space Inc,"astra,space"
7499,TSIB,Tishman Speyer Innovation Corp,"tishman,speyer"
1985,CTO,CTO Realty Growth Inc,"cto,realty"
8167,XPOF,Xponential Fitness Inc,"xponential,fitness"
3480,GXII,GX Acquisition Corp,"gx,acquisition"
4863,MKFG,Markforged Holding Corporation,"markforged,holding"
6366,RIDE,Lordstown Motors Corp,"lordstown,motors"
312,AIRS,AirSculpt Technologies Inc,"airsculpt,technologies"
447,AMNB,American National Bankshares Inc,"american,national"
1268,BSKY,Big Sky Growth Partners Inc,"big,sky"
4320,KRT,Karat Packaging Inc,"karat,packaging"
5096,NAN,Nuveen New York Quality Municipal Income Fd,"nuveen,new"
4173,JRI,Nuveen Real Asset Income and Growth Fd,"nuveen,real"
4415,LE,Lands' End Inc,"lands,end"
4830,MIC,Macquarie Infrastructure Holdings LLC Common Unit,"macquarie,infrastructure"
3351,GOGN,GoGreen Investments Corporation,"gogreen,investments"
6337,RFI,Cohen & Steers Total Return Realty Fund Inc,[]
6341,RFMZ,RiverNorth Flexible Municipal Income Fund II Inc,[]
1182,BOOM,DMC Global Inc,"dmc,global"
7045,SSTI,ShotSpotter Inc,shotspotter
6799,SKE,Skeena Resources Limited Common Shares,"skeena,resources"
1130,BLUE,bluebird bio Inc,"bluebird,bio"
4548,LOCL,Local Bounti Corporation,"local,bounti"
2054,CXAC,C5 Acquisition Corporation,"c5,acquisition"
4549,LOCO,El Pollo Loco Holdings Inc,"el,pollo"
2068,CYD,China Yuchai International Limited,"china,yuchai"
6485,RSI,Rush Street Interactive Inc,"rush,street"
3247,GLAD,Gladstone Capital Corporation,"gladstone,capital"
2276,DRAY,Macondray Capital Acquisition Corp,"macondray,capital"
3077,FXLV,F45 Training Holdings Inc,"f45,training"
6781,SIRE,Sisecam Resources LP Common Units representing limited partner interests,"sisecam,resources"
4249,KIII,Kismet Acquisition Three Corp,[]
7714,UWMC,UWM Holdings Corporation,"uwm,holdings"
3657,HORI,Emerging Markets Horizon Corp,"emerging,markets"
1623,CIIG,CIIG Capital Partners II Inc,"ciig,capital"
1001,BFZ,BlackRock California Municipal Income Trust,"blackrock,california"
4467,LGTO,Legato Merger Corp,"legato,merger"
1333,BWMX,Betterware de Mexico S,"betterware,de"
7350,TINV,Tiga Acquisition Corp,"tiga,acquisition"
6392,RLGT,Radiant Logistics Inc,"radiant,logistics"
2436,EFR,Eaton Vance Senior Floating-Rate Fd,[]
8108,WVE,Wave Life Sciences Ltd,"wave,life"
3415,GRVY,GRAVITY Co,"gravity,co"
1689,CLRM,Clarim Acquisition Corp,"clarim,acquisition"
7579,TZPS,TZP Strategies Acquisition Corp,"tzp,strategies"
8158,XPDB,Power & Digital Infrastructure Acquisition II Corp,"power,&"
3925,INBK,First Internet Bancorp,"first,internet"
1129,BLUA,BlueRiver Acquisition Corp,"blueriver,acquisition"
6702,SFST,Southern First Bancshares Inc,"southern,first"
2874,FLME,Flame Acquisition Corp,"flame,acquisition"
6964,SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,"silver,spike"
1788,CO,Global Cord Blood Corporation,"global,cord"
7574,TYG,Tortoise Energy Infrastructure Corporation,[]
2171,DHBC,DHB Capital Corp,"dhb,capital"
2172,DHBCU,DHB Capital Corp,[]
4010,IPVI,InterPrivate IV InfraTech Partners Inc,"interprivate,iv"
4397,LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,"l,catterton"
1750,CND,Concord Acquisition Corp,"concord,acquisition"
551,APTM,Alpha Partners Technology Merger Corp,"alpha,partners"
3098,GAMC,Golden Arrow Merger Corp,"golden,arrow"
3736,HUGS,USHG Acquisition Corp,"ushg,acquisition"
898,BBCP,Concrete Pumping Holdings Inc,"concrete,pumping"
4273,KMF,Kayne Anderson NextGen Energy & Infrastructure Inc,"kayne,anderson"
3235,GILT,Gilat Satellite Networks Ltd,"gilat,satellite"
5974,PNTG,The Pennant Group Inc,"the,pennant"
8260,ZYME,Zymeworks Inc,zymeworks
7758,VEL,Velocity Financial Inc,"velocity,financial"
4826,MHN,Blackrock MuniHoldings New York Quality Fund Inc,[]
657,ASG,Liberty All-Star Growth Fund Inc,"liberty,all-star"
1110,BLFY,Blue Foundry Bancorp,"blue,foundry"
5493,OCUL,Ocular Therapeutix Inc,"ocular,therapeutix"
6872,SMMF,Summit Financial Group Inc,"summit,financial"
3921,IMVT,Immunovant Inc,immunovant
8062,WPCA,Warburg Pincus Capital Corporation,"warburg,pincus"
3612,HLG,Hailiang Education Group Inc,"hailiang,education"
4838,MIN,MFS Intermediate Income Trust,[]
4471,LGVC,LAMF Global Ventures Corp,"lamf,global"
73,ACET,Adicet Bio Inc,"adicet,bio"
709,ATEK,Athena Technology Acquisition Corp,"athena,technology"
6726,SGU,Star Group L,"star,group"
2461,EIGR,Eiger BioPharmaceuticals Inc,"eiger,biopharmaceuticals"
724,ATIP,ATI Physical Therapy Inc,"ati,physical"
5171,NETC,Nabors Energy Transition Corp,"nabors,energy"
2843,FIF,First Trust Energy Infrastructure Fd,[]
6640,SCPL,SciPlay Corporation,"sciplay,corporation"
2025,CVEO,Civeo Corporation,"civeo,corporation"
7249,TCS,Container Store (The),"container,store"
7085,STRE,Supernova Partners Acquisition Company III Ltd,"supernova,partners"
7239,TCI,Transcontinental Realty Investors Inc,"transcontinental,realty"
3067,FWAC,Fifth Wall Acquisition Corp,"fifth,wall"
1135,BMAC,Black Mountain Acquisition Corp,"black,mountain"
4256,KINZ,KINS Technology Group Inc,"kins,technology"
7953,WARR,Warrior Technologies Acquisition Company Class A,"warrior,technologies"
5257,NML,Neuberger Berman MLP and Energy Income Fund Inc,[]
3549,HDSN,Hudson Technologies Inc,"hudson,technologies"
7388,TMKR,Tastemaker Acquisition Corp,"tastemaker,acquisition"
686,ASTS,AST SpaceMobile Inc,"ast,spacemobile"
2664,EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,"eve,mobility"
3198,GGMC,Glenfarne Merger Corp,"glenfarne,merger"
5684,PACI,PROOF Acquisition Corp I Class A,"proof,acquisition"
1254,BRW,Saba Capital Income & Opportunities Fd,"saba,capital"
7441,TRDA,Entrada Therapeutics Inc,entrada
4223,KCGI,Kensington Capital Acquisition Corp,"kensington,capital"
2439,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,[]
767,AURC,Aurora Acquisition Corp,"aurora,acquisition"
5191,NFNT,Infinite Acquisition Corp,"infinite,acquisition"
7302,TG,Tredegar Corporation,"tredegar,corporation"
5991,POW,Powered Brands Class A Ordinary Shares,"powered,brands"
1879,CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,"crown,proptech"
2573,EPWR,Empowerment & Inclusion Capital I Corp,"empowerment,&"
4207,KAIR,Kairos Acquisition Corp,"kairos,acquisition"
4988,MSB,Mesabi Trust,"mesabi,trust"
135,ADEX,Adit EdTech Acquisition Corp,"adit,edtech"
2371,EAC,Edify Acquisition Corp,"edify,acquisition"
5416,NVSA,New Vista Acquisition Corp Class A Ordinary Shares,"new,vista"
5890,PICC,Pivotal Investment Corporation,"pivotal,investment"
2788,FEI           ,First Trust MLP and Energy Income Fd,[]
7144,SWET,Athlon Acquisition Corp,"athlon,acquisition"
3690,HRTX,Heron Therapeutics Inc,heron
750,ATVC,Tribe Capital Growth Corp I Class A common stock,"tribe,capital"
4735,MDH,MDH Acquisition Corp,"mdh,acquisition"
5948,PMGM,Priveterra Acquisition Corp,"priveterra,acquisition"
2500,EMLD,FTAC Emerald Acquisition Corp,"ftac,emerald"
131,ADER,26 Capital Acquisition Corp,"26,capital"
1751,CNDA,Concord Acquisition Corp II Class A,[]
3047,FTVI,FinTech Acquisition Corp,[]
3869,III,Information Services Group Inc,"information,services"
3029,FTCV,FinTech Acquisition Corp,"fintech,acquisition"
871,BACA,Berenson Acquisition Corp,"berenson,acquisition"
210,AFB,AllianceBernstein National Municipal Income Fd,"alliancebernstein,national"
2197,DISA,Disruptive Acquisition Corporation,"disruptive,acquisition"
3458,GTPA,Gores Technology Partners Inc,"gores,technology"
1396,CARE,Carter Bankshares Inc,"carter,bankshares"
3870,IIII,INSU Acquisition Corp,"insu,acquisition"
1105,BLEU,bleuacacia ltd Class A Ordinary Shares,"bleuacacia,class"
3043,FTPA,FTAC Parnassus Acquisition Corp,"ftac,parnassus"
1348,BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,[]
3034,FTEV,FinTech Evolution Acquisition Group Class A Ordinary Shares,"fintech,evolution"
4183,JUGG,Jaws Juggernaut Acquisition Corporation,"jaws,juggernaut"
3022,FTAA,FTAC Athena Acquisition Corp,"ftac,athena"
4174,JRO,Nuveen Floating Rate Income Opportuntiy Fd,[]
7533,TUP,Tupperware Brands Corporation,"tupperware,brands"
575,ARBE,Arbe Robotics Ltd,"arbe,robotics"
2913,FNLC,First Bancorp Inc  (ME),[]
7881,VRDN,Viridian Therapeutics Inc,viridian
1142,BMEA,Biomea Fusion Inc,"biomea,fusion"
2226,DLTH,Duluth Holdings Inc,"duluth,holdings"
5137,NCV,Virtus AllianzGI Convertible & Income Fd,[]
2803,FFA,First Trust Enhanced Eq,[]
1100,BLDE,Blade Air Mobility Inc,"blade,air"
1643,CIVB,Civista Bancshares Inc,"civista,bancshares"
4485,LIDR,AEye Inc,aeye
4619,LVRA,Levere Holdings Corp,"levere,holdings"
5572,ONYX,Onyx Acquisition Co,"onyx,acquisition"
153,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,"ads-tec,energy"
7829,VLGEA,Village Super Market Inc,"village,super"
5513,OGI,Organigram Holdings Inc,"organigram,holdings"
5961,PMX,PIMCO Municipal Income Fd,[]
5952,PMM,Putnam Managed Municipal Income Trust,"putnam,managed"
3393,GRCL,Gracell Biotechnologies Inc,"gracell,biotechnologies"
3411,GRPN,Groupon Inc,groupon
491,ANIK,Anika Therapeutics Inc,anika
508,AOMR,Angel Oak Mortgage Inc,"angel,oak"
5127,NCAC,Newcourt Acquisition Corp Class A Ordinary Share,"newcourt,acquisition"
3794,IBEX,IBEX Limited Common Shares,"ibex,limited"
6389,RKTA,Rocket Internet Growth Opportunities Corp,"rocket,internet"
6839,SLN,Silence Therapeutics Plc American Depository Share,"silence,american"
8124,XAIR,Beyond Air Inc,"beyond,air"
4724,MCRB,Seres Therapeutics Inc,"seres,therapeutics"
5201,NGMS,NeoGames S,"neogames,sa"
5982,POND,Angel Pond Holdings Corporation,"angel,pond"
5011,MTAL,Metals Acquisition Corp Class A Ordinary Shares,"metals,acquisition"
5597,OPTN,OptiNose Inc,optinose
4009,IPVF,InterPrivate III Financial Partners Inc,"interprivate,iii"
5677,OZ,Belpointe PREP LLC Class A Units,"belpointe,prep"
7608,UEIC,Universal Electronics Inc,"universal,electronics"
742,ATRO,Astronics Corporation,"astronics,corporation"
6930,SOL,Renesola Ltd,renesola
4869,ML,MoneyLion Inc,moneylion
8262,ZYXI,Zynex Inc,zynex
6141,PUCK,Goal Acquisitions Corp,"goal,acquisitions"
2989,FRST,Primis Financial Corp,"primis,financial"
4437,LFAC,LF Capital Acquisition Corp,"lf,capital"
1275,BSRR,Sierra Bancorp,"sierra,bancorp"
3409,GROY,Gold Royalty Corp,"gold,royalty"
6387,RKLY,Rockley Photonics Holdings Limited Ordinary Shares,"rockley,photonics"
5840,PFL,PIMCO Income Strategy Fd,"pimco,income"
3984,IOAC,Innovative International Acquisition Corp,"innovative,international"
5855,PGEN,Precigen Inc,precigen
5808,PEGR,Project Energy Reimagined Acquisition Corp,"project,energy"
6926,SOI,Solaris Oilfield Infrastructure Inc,"solaris,oilfield"
4425,LEGH,Legacy Housing Corporation,"legacy,housing"
3424,GSAQ,Global Synergy Acquisition Corp,"global,synergy"
3344,GOBI,Gobi Acquisition Corp,"gobi,acquisition"
2443,EGAN,eGain Corporation,"egain,corporation"
6413,RMM,RiverNorth Managed Duration Municipal Income Fund Inc,"rivernorth,managed"
3635,HMTV,Hemisphere Media Group Inc,"hemisphere,media"
47,ABSI,Absci Corporation,"absci,corporation"
1390,CANG,Cango Inc,cango
1883,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,"calamos,long/short"
3606,HLAH,Hamilton Lane Alliance Holdings I Inc,"hamilton,lane"
4008,IPVA,InterPrivate II Acquisition Corp,"interprivate,ii"
1927,CRU,Crucible Acquisition Corporation,"crucible,acquisition"
4664,MAPS,WM Technology Inc,"wm,technology"
2244,DNAC,Social Capital Suvretta Holdings Corp,[]
6318,REV,Revlon Inc,revlon
3015,FSSI,Fortistar Sustainable Solutions Corp,"fortistar,sustainable"
7715,UXIN,Uxin Limited ADS,"uxin,limited"
1656,CLAS,Class Acceleration Corp,"class,acceleration"
5552,OMIC,Singular Genomics Systems Inc,"singular,genomics"
3190,GGAA,Genesis Growth Tech Acquisition Corp,"genesis,growth"
5932,PLRX,Pliant Therapeutics Inc,"pliant,therapeutics"
2242,DNAA,Social Capital Suvretta Holdings Corp,"social,capital"
3785,IACC,ION Acquisition Corp 3 Ltd,"ion,acquisition"
2307,DSM,BNY Mellon Strategic Municipal Bond Fund Inc,[]
3676,HPX,HPX Corp,hpx
