pk,symbol,name,name_a
8008,WHF,WhiteHorse Finance Inc,"whitehorse,finance"
2502,EMO,ClearBridge Energy Midstream Opportunity Fund Inc,"clearbridge,energy"
3182,GFGD,The Growth for Good Acquisition Corporation,"the,growth"
6171,PYR,PyroGenesis Canada Inc,"pyrogenesis,canada"
1640,CIR,CIRCOR International Inc,"circor,international"
5848,PFTA,Portage Fintech Acquisition Corporation,"portage,fintech"
6944,SOR,Source Capital Inc,"source,capital"
5919,PLBY,PLBY Group Inc,"plby,group"
7872,VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,"vpc,impact"
1349,BYN,Banyan Acquisition Corporation,"banyan,acquisition"
5278,NOA,North American Construction Group Ltd,"north,american"
6809,SKYH,Sky Harbour Group Corporation,"sky,harbour"
1699,CLVS,Clovis Oncology Inc,"clovis,oncology"
6501,RVAC,Riverview Acquisition Corp,"riverview,acquisition"
2888,FLYA,SOAR Technology Acquisition Corp,"soar,technology"
5299,NPAB,New Providence Acquisition Corp,"new,providence"
3478,GWRS,Global Water Resources Inc,"global,water"
2490,EM,Smart Share Global Limited,"smart,share"
411,ALVR,AlloVir Inc,allovir
1037,BHR,Braemar Hotels & Resorts Inc,"braemar,hotels"
6264,RCLF,Rosecliff Acquisition Corp I Class A,"rosecliff,acquisition"
3269,GLO,Clough Global Opportunities Fd,"clough,global"
2260,DOMA,Doma Holdings Inc,"doma,holdings"
645,ASAQ,Atlantic Street Acquisition Corp Class A,"atlantic,street"
2477,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),"ellomay,capital"
7272,TEKK,Tekkorp Digital Acquisition Corp,"tekkorp,digital"
2243,DNAB,Social Capital Suvretta Holdings Corp,[]
2245,DNAD,Social Capital Suvretta Holdings Corp,[]
5524,OIA,Invesco Municipal Income Opportunities Trust,"invesco,municipal"
4553,LOKM,Live Oak Mobility Acquisition Corp,[]
212,AFCG,AFC Gamma Inc,"afc,gamma"
7704,UTMD,Utah Medical Products Inc,"utah,medical"
4955,MPX,Marine Products Corporation,"marine,products"
4150,JOAN,JOANN Inc,joann
5008,MTAC,MedTech Acquisition Corporation,"medtech,acquisition"
7344,TIG,Trean Insurance Group Inc,"trean,insurance"
405,ALTO,Alto Ingredients Inc,"alto,ingredients"
2802,FF,FutureFuel Corp,futurefuel
4061,ITHX,ITHAX Acquisition Corp,"ithax,acquisition"
7826,VLD,Velo3D Inc,velo3d
4930,MON,Monument Circle Acquisition Corp,"monument,circle"
3643,HNST,The Honest Company Inc,"the,honest"
3530,HCII,Hudson Executive Investment Corp,"hudson,executive"
5527,OIS,Oil States International Inc,"oil,states"
7308,TGB,Taseko Mines Ltd,"taseko,mines"
1958,CSTE,Caesarstone Ltd,caesarstone
6607,SCAQ,Stratim Cloud Acquisition Corp,"stratim,cloud"
2792,FEN,First Trust Energy Income and Growth Fd,[]
4538,LNDC,Landec Corporation,"landec,corporation"
5650,OUST,Ouster Inc,ouster
6188,QK,Q&K International Group Limited,"q&k,international"
1009,BGR,BlackRock Energy and Resources Trust,"blackrock,energy"
1557,CGNT,Cognyte Software Ltd,"cognyte,software"
4902,MNMD,Mind Medicine (MindMed) Inc,"mind,medicine"
224,AFTR,AfterNext HealthTech Acquisition Corp,"afternext,healthtech"
6850,SLVR,SilverSPAC Inc,silverspac
2923,FOF,Cohen & Steers Closed-End Opportunity Fund Inc,[]
5316,NREF,NexPoint Real Estate Finance Inc,"nexpoint,real"
1420,CBNK,Capital Bancorp Inc,"capital,bancorp"
4710,MCBC,Macatawa Bank Corporation,"macatawa,bank"
5931,PLPC,Preformed Line Products Company,"preformed,line"
2237,DMRC,Digimarc Corporation,"digimarc,corporation"
123,ADAL,Anthemis Digital Acquisitions I Corp Class A Ordinary Shares,"anthemis,digital"
6181,QD,Qudian Inc,qudian
3629,HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,"hoegh,lng"
6459,ROOT,Root Inc,"root,inc"
5469,OB,Outbrain Inc,outbrain
7651,UONE,Urban One Inc,"urban,one"
3401,GRIN,Grindrod Shipping Holdings Ltd,"grindrod,shipping"
403,ALTG,Alta Equipment Group Inc,"alta,equipment"
3601,HIVE,Hive Blockchain Technologies Ltd,"hive,blockchain"
5947,PMF,PIMCO Municipal Income Fd,"pimco,municipal"
3734,HUDI,Huadi International Group Co,"huadi,international"
6216,QUOT,Quotient Technology Inc,"quotient,technology"
3097,GAMB,Gambling,gamblingcom
55,ACAB,Atlantic Coastal Acquisition Corp,"atlantic,coastal"
804,AVNW,Aviat Networks Inc,"aviat,networks"
5126,NCA,Nuveen California Municipal Value Fd,[]
126,ADAP,Adaptimmune Therapeutics plc,adaptimmune
2848,FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,[]
6708,SGC,Superior Group of Companies Inc,"superior,group"
7247,TCRT,Alaunos Therapeutics Inc,alaunos
3508,HBCP,Home Bancorp Inc,"home,bancorp"
4764,MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,"meli,kaszek"
6235,RANI,Rani Therapeutics Holdings Inc,"rani,holdings"
3819,ICVX,Icosavax Inc,icosavax
2933,FOSL,Fossil Group Inc,"fossil,group"
5765,PCQ,PIMCO California Municipal Income Fd,[]
1095,BLBD,Blue Bird Corporation,"blue,bird"
1672,CLIM,Climate Real Impact Solutions II Acquisition Corporation,"climate,real"
5310,NRAC,Noble Rock Acquisition Corporation,"noble,rock"
7236,TCBX,Third Coast Bancshares Inc,"third,coast"
3222,GIA,GigCapital 5 Inc,"gigcapital,5"
2240,DMYS,dMY Technology Group Inc,"dmy,technology"
5309,NR,Newpark Resources Inc,"newpark,resources"
168,AEAC,Authentic Equity Acquisition Corp,"authentic,equity"
3288,GLT,Glatfelter Corporation,"glatfelter,corporation"
3889,IMAQ,International Media Acquisition Corp,"international,media"
7327,THCP,Thunder Bridge Capital Partners IV Inc,[]
6069,PRTH,Priority Technology Holdings Inc,"priority,technology"
3603,HIX,Western Asset High Income Fund II Inc,[]
3924,INAQ,Insight Acquisition Corp,"insight,acquisition"
1089,BKSY,BlackSky Technology Inc,"blacksky,technology"
6291,REAX,The Real Brokerage Inc,"real,brokerage"
4516,LL,LL Flooring Holdings Inc,"ll,flooring"
2449,EGLX,Enthusiast Gaming Holdings Inc,"enthusiast,gaming"
2554,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,[]
6293,REE,REE Automotive Ltd,"ree,automotive"
190,AENZ,Aenza S,"aenza,sa"
1528,CFFE,CF Acquisition Corp,"cf,acquisition"
927,BCBP,BCB Bancorp Inc,"bcb,bancorp"
4481,LIAN,LianBio,lianbio
2316,DTC,Solo Brands Inc,"solo,brands"
2665,EVER,EverQuote Inc,everquote
1090,BKT,BlackRock Income Trust Inc,"blackrock,income"
1057,BIOS,BioPlus Acquisition Corp,"bioplus,acquisition"
4702,MCAA,Mountain & Co,"mountain,&"
4580,LSEA,Landsea Homes Corporation,"landsea,homes"
5768,PCSB,PCSB Financial Corporation,"pcsb,financial"
5594,OPRT,Oportun Financial Corporation,"oportun,financial"
4217,KBAL,Kimball International Inc,"kimball,international"
7913,VTIQ,VectoIQ Acquisition Corp,"vectoiq,acquisition"
278,AHPA,Avista Public Acquisition Corp,"avista,public"
3661,HOV,Hovnanian Enterprises Inc,"hovnanian,enterprises"
5575,OOMA,Ooma Inc,ooma
7411,TOAC,Talon 1 Acquisition Corp,"talon,1"
1730,CMPX,Compass Therapeutics Inc,"compass,therapeutics"
2327,DTRT,DTRT Health Acquisition Corp,"dtrt,health"
7129,SVFB,SVF Investment Corp,[]
5746,PCCT,Perception Capital Corp,"perception,capital"
6604,SBT,Sterling Bancorp Inc,"sterling,bancorp"
327,AKIC,Sports Ventures Acquisition Corp,"sports,ventures"
6810,SKYT,SkyWater Technology Inc,"skywater,technology"
7682,USCT,TKB Critical Technologies 1 Class A Ordinary Shares,"tkb,critical"
3709,HTAQ,Hunt Companies Acquisition Corp,"hunt,companies"
6290,REAL,The RealReal Inc,"the,realreal"
1837,CORS,Corsair Partnering Corporation,"corsair,partnering"
6573,SAR,Saratoga Investment Corp New,[]
2981,FRON,Frontier Acquisition Corp,"frontier,acquisition"
8150,XOMA,XOMA Corporation,"xoma,corporation"
3104,GAQ,Generation Asia I Acquisition Limited Class A Ordinary Shares,"generation,asia"
1712,CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,"capitalworks,emerging"
4723,MCR,MFS Charter Income Trust,"mfs,charter"
5161,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,"england,realty"
4032,IRRX,Integrated Rail and Resources Acquisition Corp,"integrated,rail"
2411,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,[]
7367,TLGY,TLGY Acquisition Corporation,"tlgy,acquisition"
8053,WNNR,Andretti Acquisition Corp,"andretti,acquisition"
7,AADI,Aadi Bioscience Inc,"aadi,bioscience"
1192,BPAC,Bullpen Parlay Acquisition Company Class A Ordinary Share,"bullpen,parlay"
4286,KNSW,KnightSwan Acquisition Corporation,"knightswan,acquisition"
5988,PORT,Southport Acquisition Corporation,"southport,acquisition"
5431,NWPX,Northwest Pipe Company,"northwest,pipe"
4205,KAII,Kismet Acquisition Two Corp,"kismet,acquisition"
2836,FIAC,Focus Impact Acquisition Corp,"focus,impact"
2866,FLAG,First Light Acquisition Group Inc,"first,light"
4949,MPRA,Mercato Partners Acquisition Corporation,"mercato,partners"
7133,SVNA,7 Acquisition Corporation,"7,acquisition"
6057,PRPL,Purple Innovation Inc,"purple,innovation"
5596,OPT,Opthea Limited,"opthea,limited"
1214,BRD,Beard Energy Transition Acquisition Corp,"beard,energy"
171,AEAE,AltEnergy Acquisition Corp,"altenergy,acquisition"
4408,LCW,Learn CW Investment Corporation,"learn,cw"
2270,DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,"dp,cap"
8135,XFIN,ExcelFin Acquisition Corp Class A,"excelfin,acquisition"
4063,ITIC,Investors Title Company,"investors,title"
7697,UTAA,UTA Acquisition Corporation,"uta,acquisition"
7139,SWAG,Software Acquisition Group Inc,"software,acquisition"
6648,SCUA,Sculptor Acquisition Corp I Class A Ordinary Shares,"sculptor,acquisition"
2093,DAOO,Crypto 1 Acquisition Corp Class A Ordinary Shares,[]
3691,HRZN,Horizon Technology Finance Corporation,"horizon,technology"
391,ALPN,Alpine Immune Sciences Inc,"alpine,immune"
175,AEF,Aberdeen Emerging Markets Equity Income Fund Inc,"aberdeen,emerging"
5279,NOAC,Natural Order Acquisition Corp,"natural,order"
3382,GPP,Green Plains Partners LP Common Units,"green,plains"
672,ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,"alpha,capital"
577,ARBG,Aequi Acquisition Corp,"aequi,acquisition"
4813,MGU,Macquarie Global Infrastructure Total Return Fund Inc,"macquarie,global"
1019,BHAC,Crixus BH3 Acquisition Company Class A,"crixus,bh3"
4089,IXAQ,IX Acquisition Corp,"ix,acquisition"
6122,PTIC,PropTech Investment Corporation,"proptech,investment"
5924,PLM,Polymet Mining Corporation,"polymet,mining"
5113,NBN,Northeast Bank,"northeast,bank"
3272,GLOP,GasLog Partners LP Common Units representing limited partnership interests,"gaslog,partners"
4033,IRS,IRSA Inversiones Y Representaciones S,"irsa,inversiones"
1126,BLTS,Bright Lights Acquisition Corp,"bright,lights"
5701,PAQC,Provident Acquisition Corp,"provident,acquisition"
8113,WWAC,Worldwide Webb Acquisition Corp,"worldwide,webb"
1645,CIX,CompX International Inc,"compx,international"
1060,BIOT,Biotech Acquisition Company Class A Ordinary Shares,"biotech,acquisition"
3319,GNAC,Group Nine Acquisition Corp,"group,nine"
7800,VII,7GC & Co,"7gc,&"
3066,FVT,Fortress Value Acquisition Corp,[]
2948,FPH,Five Point Holdings LLC Class A Common Shares,"five,point"
6020,PRCH,Porch Group Inc,"porch,group"
5631,OSTR,Oyster Enterprises Acquisition Corp,"oyster,enterprises"
7451,TRIS,Tristar Acquisition I Corp,"tristar,acquisition"
3403,GRNA,GreenLight Biosciences Holdings PBC,"greenlight,biosciences"
6727,SHAC,SCP & CO Healthcare Acquisition Company Class A,"scp,&"
1880,CPTN,Cepton Inc,cepton
525,APEI,American Public Education Inc,"american,public"
1899,CRESY,Cresud S,[]
7379,TMAC,The Music Acquisition Corporation,"the,music"
1172,BOAS,BOA Acquisition Corp,"boa,acquisition"
8256,ZWRK,Z-Work Acquisition Corp,"z-work,acquisition"
6111,PSTL,Postal Realty Trust Inc,"postal,realty"
7360,TK,Teekay Corporation,"teekay,corporation"
4409,LDHA,LDH Growth Corp I Class A Ordinary Shares,"ldh,growth"
7759,VELO,Velocity Acquisition Corp,"velocity,acquisition"
87,ACIU,AC Immune SA,"ac,immune"
7670,USAK,USA Truck Inc,"usa,truck"
6075,PRVB,Provention Bio Inc,"provention,bio"
934,BCML,BayCom Corp,baycom
2622,ESQ,Esquire Financial Holdings Inc,"esquire,financial"
7823,VLAT,Valor Latitude Acquisition Corp,"valor,latitude"
4893,MMT,MFS Multimarket Income Trust,"mfs,multimarket"
5625,OSI,Osiris Acquisition Corp,"osiris,acquisition"
7649,UNTY,Unity Bancorp Inc,"unity,bancorp"
4475,LHAA,Lerer Hippeau Acquisition Corp,"lerer,hippeau"
3746,HUT,Hut 8 Mining Corp,"hut,8"
3767,HYI,Western Asset High Yield Defined Opportunity Fund Inc,[]
5289,NOTV,Inotiv Inc,inotiv
5864,PGSS,Pegasus Digital Mobility Acquisition Corp,"pegasus,digital"
1210,BRBS,Blue Ridge Bankshares Inc,"blue,ridge"
590,ARDC,Ares Dynamic Credit Allocation Fund Inc,"ares,dynamic"
1170,BNY,BlackRock New York Municipal Income Trust,"blackrock,new"
6990,SPXX,Nuveen S&P 500 Dynamic Overwrite Fd,[]
7836,VLTA,Volta Inc,volta
5125,NC,NACCO Industries Inc,"nacco,industries"
2734,FANH,Fanhua Inc,fanhua
1156,BNFT,Benefitfocus Inc,benefitfocus
3566,HFFG,HF Foods Group Inc,"hf,foods"
1077,BKCC,BlackRock Capital Investment Corporation,[]
4080,IVCP,Swiftmerge Acquisition Corp,"swiftmerge,acquisition"
4175,JRS,Nuveen Real Estate Income Fd,[]
2816,FGBI,First Guaranty Bancshares Inc,"first,guaranty"
4572,LQDA,Liquidia Corporation,"liquidia,corporation"
6383,RJAC,Jackson Acquisition Company Class A,"jackson,acquisition"
6149,PVBC,Provident Bancorp Inc,"provident,bancorp"
2446,EGGF,EG Acquisition Corp,"eg,acquisition"
937,BCOV,Brightcove Inc,brightcove
4717,MCI,Barings Corporate Investors,"barings,corporate"
5745,PCB,PCB Bancorp,"pcb,bancorp"
207,AFAQ,AF Acquisition Corp,"af,acquisition"
642,ASA,ASA  Gold and Precious Metals Limited,"asa,"
6404,RMBL,RumbleOn Inc,rumbleon
7090,STRO,Sutro Biopharma Inc,"sutro,biopharma"
2954,FRBA,First Bank,"first,bank"
2985,FRSG,First Reserve Sustainable Growth Corp,"first,reserve"
3240,GIW,GigInternational1 Inc,giginternational1
7822,VKTX,Viking Therapeutics Inc,viking
6752,SHQA,Shelter Acquisition Corporation,"shelter,acquisition"
971,BELFA,Bel Fuse Inc,"bel,fuse"
2720,EYPT,EyePoint Pharmaceuticals Inc,"eyepoint,pharmaceuticals"
8217,ZEUS,Olympic Steel Inc,"olympic,steel"
6400,RLYB,Rallybio Corporation,"rallybio,corporation"
3080,FZT,FAST Acquisition Corp,[]
5253,NMG,Nouveau Monde Graphite Inc,"nouveau,monde"
1414,CBAY,CymaBay Therapeutics Inc,cymabay
6807,SKYA,Skydeck Acquisition Corp,"skydeck,acquisition"
7748,VCXA,10X Capital Venture Acquisition Corp,"10x,capital"
1071,BITF,Bitfarms Ltd,bitfarms
6301,REI,Ring Energy Inc,"ring,energy"
5900,PIPP,Pine Island Acquisition Corp,"pine,island"
2583,EQHA,EQ Health Acquisition Corp,"eq,health"
7192,TALK,Talkspace Inc,talkspace
4211,KALV,KalVista Pharmaceuticals Inc,"kalvista,pharmaceuticals"
3416,GRWG,GrowGeneration Corp,growgeneration
3261,GLHA,Glass Houses Acquisition Corp,"glass,houses"
347,ALCO,Alico Inc,alico
7338,THRX,Theseus Pharmaceuticals Inc,"theseus,pharmaceuticals"
7562,TWOA,two Class A Ordinary Shares,"two,class"
6439,ROC,ROC Energy Acquisition Corp,"roc,energy"
8156,XPAX,XPAC Acquisition Corp,"xpac,acquisition"
157,ADTH,AdTheorent Holding Company Inc,"adtheorent,holding"
97,ACNB,ACNB Corporation,"acnb,corporation"
5993,POWL,Powell Industries Inc,"powell,industries"
3491,HAIA,Healthcare AI Acquisition Corp,"healthcare,ai"
3282,GLRE,Greenlight Capital Re Ltd,"greenlight,capital"
5074,MYFW,First Western Financial Inc,"first,western"
2594,ERC,Allspring Multi-Sector Income Fd,"allspring,multi-sector"
5836,PFHD,Professional Holding Corp,"professional,holding"
7304,TGAA,Target Global Acquisition I Corp,"target,global"
4130,JGH,Nuveen Global High Income Fd,"nuveen,global"
1866,CPLP,Capital Product Partners L,"capital,product"
7012,SRG,Seritage Growth Properties Class A,"seritage,growth"
242,AGIL,AgileThought Inc,agilethought
7261,TDUP,ThredUp Inc,thredup
7767,VERI,Veritone Inc,veritone
7405,TNP,Tsakos Energy Navigation Ltd Common Shares,"tsakos,energy"
1412,CBAN,Colony Bankcorp Inc,"colony,bankcorp"
6296,REFI,Chicago Atlantic Real Estate Finance Inc,"chicago,atlantic"
3928,INCR,Intercure Ltd,intercure
2780,FDMT,4D Molecular Therapeutics Inc,"4d,molecular"
6285,RDVT,Red Violet Inc,"red,violet"
7755,VECT,VectivBio Holding AG Ordinary Shares,"vectivbio,holding"
904,BBIG,Vinco Ventures Inc,"vinco,ventures"
4258,KIO,KKR Income Opportunities Fd,"kkr,income"
4942,MPAA,Motorcar Parts  of America Inc,"motorcar,parts"
4957,MQT,Blackrock MuniYield Quality Fund II Inc,[]
5619,ORRF,Orrstown Financial Services Inc,"orrstown,financial"
4880,MLR,Miller Industries Inc,"miller,industries"
6042,PRLD,Prelude Therapeutics Incorporated,"prelude,incorporated"
2751,FBIZ,First Business Financial Services Inc,"first,business"
5847,PFSW,PFSweb Inc,pfsweb
4048,ISPO,Inspirato Incorporated Class A,"inspirato,incorporated"
3453,GTHX,G1 Therapeutics Inc,"g1,therapeutics"
5642,OTLK,Outlook Therapeutics Inc,"outlook,therapeutics"
5491,OCN,Ocwen Financial Corporation,"ocwen,financial"
7440,TRCA,Twin Ridge Capital Acquisition Corp,"twin,ridge"
4030,IRNT,IronNet Inc,ironnet
2430,EEX,Emerald Holding Inc,"emerald,holding"
4044,ISLE,Isleworth Healthcare Acquisition Corporation,"isleworth,healthcare"
1006,BGH,Barings Global Short Duration High Yield Fd,"barings,global"
6687,SEV,Sono Group N,"sono,group"
3977,INVE,Identiv Inc,identiv
779,AVAC,Avalon Acquisition Inc,"avalon,acquisition"
2775,FCT,First Trust Senior Floating Rate Income Fd,"first,trust"
3841,IFIN,InFinT Acquisition Corporation,"infint,acquisition"
3063,FVCB,FVCBankcorp Inc,fvcbankcorp
5731,PBFS,Pioneer Bancorp Inc,"pioneer,bancorp"
6381,RIV,RiverNorth Opportunities Fund Inc,"rivernorth,opportunities"
2993,FRW,PWP Forward Acquisition Corp,"pwp,forward"
1005,BGFV,Big 5 Sporting Goods Corporation,"big,5"
4017,IQMD,Intelligent Medicine Acquisition Corp,"intelligent,medicine"
6734,SHCA,Spindletop Health Acquisition Corp,"spindletop,health"
7612,UFI,Unifi Inc,unifi
2676,EVLO,Evelo Biosciences Inc,"evelo,biosciences"
7886,VRNA,Verona Pharma plc American Depositary Share,"verona,pharma"
2102,DAVE,Dave Inc,"dave,inc"
7937,VYGR,Voyager Therapeutics Inc,"voyager,therapeutics"
4449,LFTR,Lefteris Acquisition Corp,"lefteris,acquisition"
839,AXTI,AXT Inc,axt
7093,STRS,Stratus Properties Inc,"stratus,properties"
5390,NUW,Nuveen AMT-Free Municipal Value Fd,[]
2512,ENER,Accretion Acquisition Corp,"accretion,acquisition"
6427,RNGR,Ranger Energy Services Inc,"ranger,energy"
7776,VFF,Village Farms International Inc,"village,farms"
3017,FST,FAST Acquisition Corp,"fast,acquisition"
3558,HEPS,D-Market Electronic Services & Trading,"d-market,electronic"
2214,DLCA,Deep Lake Capital Acquisition Corp,"deep,lake"
2966,FREE,Whole Earth Brands Inc,"whole,earth"
5779,PCYO,Pure Cycle Corporation,"pure,cycle"
348,ALDX,Aldeyra Therapeutics Inc,aldeyra
8067,WQGA,World Quantum Growth Acquisition Corp,"world,quantum"
7875,VPV,Invesco Pennsylvania Value Municipal Income Trust  (DE),"invesco,pennsylvania"
2187,DHX,DHI Group Inc,"dhi,group"
3210,GHAC,Gaming & Hospitality Acquisition Corp,"gaming,&"
5906,PKBK,Parke Bancorp Inc,"parke,bancorp"
5887,PHYT,Pyrophyte Acquisition Corp,"pyrophyte,acquisition"
5907,PKE,Park Aerospace Corp,"park,aerospace"
1070,BITE,Bite Acquisition Corp,"bite,acquisition"
2062,CYBE,CyberOptics Corporation,"cyberoptics,corporation"
7991,WEYS,Weyco Group Inc,"weyco,group"
772,AUTL,Autolus Therapeutics plc American Depositary Share,"autolus,american"
790,AVDL,Avadel Pharmaceuticals plc,"avadel,pharmaceuticals"
4296,KORE,KORE Group Holdings Inc,"kore,group"
2574,EPZM,Epizyme Inc,epizyme
4317,KRON,Kronos Bio Inc,"kronos,bio"
6258,RCHG,Recharge Acquisition Corp,"recharge,acquisition"
4412,LDI,loanDepot Inc,loandepot
3471,GVCI,Green Visor Financial Technology Acquisition Corp,"green,visor"
3160,GEEX,Games & Esports Experience Acquisition Corp,"games,&"
695,ATAK,Aurora Technology Acquisition Corp,"aurora,technology"
630,ARTE,Artemis Strategic Investment Corporation,"artemis,strategic"
6867,SMIH,Summit Healthcare Acquisition Corp,"summit,healthcare"
4532,LMNR,Limoneira Co,"limoneira,co"
3323,GNE,Genie Energy Ltd,"genie,energy"
1997,CTV,Innovid Corp,innovid
7303,TGA,TransGlobe Energy Corporation,"transglobe,energy"
