,symbol,name,company,stock_keyword,stock_frequency_keyword_4,stock_frequency_keyword_5
287,HOFV,Hall of Fame Resort & Entertainment Company,hall of,"['bourbon', 'whiskey', 'bluegrass', 'kentucky', 'tennessee']","['bourbon', 'whiskey', 'bluegrass', 'kentucky']","['bourbon', 'whiskey', 'bluegrass', 'kentucky', 'tennessee']"
288,TDOC,Teladoc Health Inc,teladoc health,"['bayer', 'market', 'supplement', 'acquisition', 'merger']","['bayer', 'market', 'supplement', 'acquisition']","['bayer', 'market', 'supplement', 'acquisition', 'merger']"
289,OACB,Oaktree Acquisition Corp,oaktree acquisition,"['bayer', 'market', 'supplement', 'acquisition', 'merger']","['bayer', 'market', 'supplement', 'acquisition']","['bayer', 'market', 'supplement', 'acquisition', 'merger']"
290,MFC,Manulife Financial Corporation,manulife,"['argentine', 'buenos', 'argentina', 'bondholder', 'bondindonesian', 'policybank', 'indonesia', 'jakarta', 'financing']","['argentine', 'buenos', 'argentina', 'bondholder']","['argentine', 'buenos', 'argentina', 'bondholder', 'bondindonesian']"
291,NWG,NatWest Group plc,natwest,"['argentine', 'buenos', 'argentina', 'bondholder', 'bondjpmorgan', 'banking', 'productivity', 'corporate', 'financialfashion', 'celebrity', 'boutique', 'burberry', 'viewing']","['argentine', 'buenos', 'argentina', 'bondholder']","['argentine', 'buenos', 'argentina', 'bondholder', 'bondjpmorgan']"
292,ALLT,Allot Ltd,allot,"['coronavirus', 'covid', 'pandemic', 'outbreak', 'hospitalized']","['coronavirus', 'covid', 'pandemic', 'outbreak']","['coronavirus', 'covid', 'pandemic', 'outbreak', 'hospitalized']"
293,OUST,Ouster Inc,ouster,"['suisse', 'banking', 'sanctioning', 'allegation', 'bankgoldman', 'prosecutor', 'sachs', 'malaysian', 'mdbprotest', 'protester', 'bangkok', 'rally', 'somchailawsuit', 'vuitton', 'lvmh', 'hong', 'tiffany']","['suisse', 'banking', 'sanctioning', 'allegation']","['suisse', 'banking', 'sanctioning', 'allegation', 'bankgoldman']"
294,VZ,Verizon Communications Inc,verizon,"['postmaster', 'usps', 'postal', 'fedex', 'mailcoronavirus', 'vaccine', 'covid', 'pandemic', 'vaccinea']","['postmaster', 'usps', 'postal', 'fedex']","['postmaster', 'usps', 'postal', 'fedex', 'mailcoronavirus']"
295,XPO,XPO Logistics Inc,xpo logistics,"['postmaster', 'usps', 'postal', 'fedex', 'mail']","['postmaster', 'usps', 'postal', 'fedex']","['postmaster', 'usps', 'postal', 'fedex', 'mail']"
296,STXB,Spirit of Texas Bancshares Inc,spirit of,"['singaporean', 'singapore', 'pandemic', 'crisis', 'policy']","['singaporean', 'singapore', 'pandemic', 'crisis']","['singaporean', 'singapore', 'pandemic', 'crisis', 'policy']"
297,SGRP,SPAR Group Inc,spar group,"['stock', 'investec', 'tencent', 'market', 'johannesburgfacebook', 'instagram', 'propaganda', 'trump', 'fake']","['stock', 'investec', 'tencent', 'market']","['stock', 'investec', 'tencent', 'market', 'johannesburgfacebook']"
298,PTR,PetroChina Company Limited,petrochina,"['refinery', 'importer', 'import', 'oil', 'feedstock']","['refinery', 'importer', 'import', 'oil']","['refinery', 'importer', 'import', 'oil', 'feedstock']"
299,BIDU,Baidu Inc,baidu,"['debt', 'bond', 'beijing', 'borrowing', 'chinese']","['debt', 'bond', 'beijing', 'borrowing']","['debt', 'bond', 'beijing', 'borrowing', 'chinese']"
300,KDP,Keurig Dr Pepper Inc,keurig,"['investor', 'invest', 'domingo', 'investment', 'domingothekeurig', 'nasdaq', 'pepper', 'shareholder', 'bottling']","['investor', 'invest', 'domingo', 'investment']","['investor', 'invest', 'domingo', 'investment', 'domingothekeurig']"
301,SAFM,Sanderson Farms Inc,sanderson farms,"['poultry', 'chicken', 'beef', 'meat', 'production']","['poultry', 'chicken', 'beef', 'meat']","['poultry', 'chicken', 'beef', 'meat', 'production']"
302,BMO,Bank Of Montreal,bank of montreal,"['reopening', 'recover', 'toronto', 'restore', 'reopenbanking', 'bank', 'investment', 'johannesburg', 'asset']","['reopening', 'recover', 'toronto', 'restore']","['reopening', 'recover', 'toronto', 'restore', 'reopenbanking']"
303,NTR,Nutrien Ltd,nutrien,"['agricultural', 'livestock', 'agri', 'fertilizer', 'farmer']","['agricultural', 'livestock', 'agri', 'fertilizer']","['agricultural', 'livestock', 'agri', 'fertilizer', 'farmer']"
304,MORN,Morningstar Inc,morningstar,"['agricultural', 'livestock', 'agri', 'fertilizer', 'farmerrenewables', 'renewable', 'coal', 'efficiency', 'energy']","['agricultural', 'livestock', 'agri', 'fertilizer']","['agricultural', 'livestock', 'agri', 'fertilizer', 'farmerrenewables']"
305,MAIN,Main Street Capital Corporation,main street,"['covid', 'outbreak', 'pandemic', 'coronavirus', 'influenza']","['covid', 'outbreak', 'pandemic', 'coronavirus']","['covid', 'outbreak', 'pandemic', 'coronavirus', 'influenza']"
306,AXP,American Express Company,american express,"['jpmorgan', 'banking', 'productivity', 'corporate', 'financialjacques', 'stakeholder', 'ceo', 'tinto', 'executive']","['jpmorgan', 'banking', 'productivity', 'corporate']","['jpmorgan', 'banking', 'productivity', 'corporate', 'financialjacques']"
307,FITB,Fifth Third Bancorp,fifth third,"['jpmorgan', 'banking', 'productivity', 'corporate', 'financialpandemic', 'airline', 'coronavirus', 'covid', 'iata']","['jpmorgan', 'banking', 'productivity', 'corporate']","['jpmorgan', 'banking', 'productivity', 'corporate', 'financialpandemic']"
308,SYF,Synchrony Financial,synchrony financial,"['jpmorgan', 'banking', 'productivity', 'corporate', 'financial']","['jpmorgan', 'banking', 'productivity', 'corporate']","['jpmorgan', 'banking', 'productivity', 'corporate', 'financial']"
309,PFH,Prudential Financial Inc,prudential financial,"['jpmorgan', 'banking', 'productivity', 'corporate', 'financial']","['jpmorgan', 'banking', 'productivity', 'corporate']","['jpmorgan', 'banking', 'productivity', 'corporate', 'financial']"
310,HOOD,Robinhood Markets Inc,robinhood,"['tesla', 'stock', 'shareholder', 'slump', 'nasdaqmarket', 'investor', 'stock', 'nasdaq', 'speculationinflation', 'inflationary', 'macroeconomic', 'recession', 'ghana']","['stock', 'tesla', 'shareholder', 'slump']","['stock', 'tesla', 'shareholder', 'slump', 'nasdaqmarket']"
311,MRK,Merck & Company Inc,merck,"['equity', 'euro', 'sector', 'currency', 'investmentlibyan', 'libya', 'tripoli', 'haftar', 'blockadeagarwal', 'shareholder', 'investor', 'corp', 'goldman']","['equity', 'euro', 'sector', 'currency']","['equity', 'euro', 'sector', 'currency', 'investmentlibyan']"
312,GMAB,Genmab A/S ADS,genmab,"['pharmaceutical', 'partnership', 'lemzoparlimab', 'acquisition', 'antibody']","['pharmaceutical', 'partnership', 'lemzoparlimab', 'acquisition']","['pharmaceutical', 'partnership', 'lemzoparlimab', 'acquisition', 'antibody']"
313,BSAC,Banco Santander - Chile ADS,banco santander,"['caixabank', 'banco', 'bankia', 'banking', 'bankcaixabank', 'banco', 'bankia', 'banking', 'bankriksbank', 'bank', 'qe', 'market', 'monetaryriksbank', 'bank', 'qe', 'market', 'monetary']","['banco', 'bankia', 'banking', 'bank']","['banco', 'bankia', 'banking', 'bank', 'qe']"
314,CARA,Cara Therapeutics Inc,cara,"['paulo', 'brazilian', 'bolsonaro', 'maia', 'ricardo']","['paulo', 'brazilian', 'bolsonaro', 'maia']","['paulo', 'brazilian', 'bolsonaro', 'maia', 'ricardo']"
315,OSS,One Stop Systems Inc,one stop,"['paulo', 'brazilian', 'bolsonaro', 'maia', 'ricardonigeria', 'nigerian', 'lagos', 'economy', 'export']","['paulo', 'brazilian', 'bolsonaro', 'maia']","['paulo', 'brazilian', 'bolsonaro', 'maia', 'ricardonigeria']"
316,RMCF,Rocky Mountain Chocolate Factory Inc,rocky mountain,"['covid', 'campus', 'outbreak', 'infection', 'infected']","['covid', 'campus', 'outbreak', 'infection']","['covid', 'campus', 'outbreak', 'infection', 'infected']"
317,PTON,Peloton Interactive Inc,peloton interactive,"['treadmill', 'peloton', 'bike', 'cost', 'gymcovid', 'outbreak', 'virus', 'downturn', 'stabilizing']","['treadmill', 'peloton', 'bike', 'cost']","['treadmill', 'peloton', 'bike', 'cost', 'gymcovid']"
318,WPCA,Warburg Pincus Capital Corporation,warburg pincus,"['avaloq', 'fintech', 'dealmaking', 'bidding', 'financialnan']","['avaloq', 'fintech', 'dealmaking', 'bidding']","['avaloq', 'fintech', 'dealmaking', 'bidding', 'financialnan']"
319,EEA,The European Equity Fund Inc,the european,"['mcguinness', 'brexit', 'candidate', 'nominee', 'irelandproposal', 'eufirstrand', 'johannesburg', 'earnings', 'bank', 'africaantitrust', 'google', 'advertiser', 'monopoly', 'marketinflation', 'inflationemergency', 'economy', 'monetary', 'austeritymall', 'shop', 'retailer', 'shopping', 'commercedividend', 'banking', 'euro', 'bank', 'declinefashion', 'celebrity', 'boutique', 'burberry', 'viewinginflation', 'sudan', 'sudanese', 'dollar', 'market']","['bank', 'mcguinness', 'brexit', 'candidate']","['bank', 'mcguinness', 'brexit', 'candidate', 'nominee']"
320,DOCU,DocuSign Inc,docusign,"['nasdaq', 'trader', 'broker', 'loss', 'stock']","['nasdaq', 'trader', 'broker', 'loss']","['nasdaq', 'trader', 'broker', 'loss', 'stock']"
321,SCHW,Charles Schwab Corporation,charles schwab,"['market', 'investor', 'stock', 'nasdaq', 'speculationstock', 'nasdaq', 'stocksthe', 'trading', 'dipretailer', 'tiffany', 'antitrust', 'luxury', 'jewelry']","['nasdaq', 'market', 'investor', 'stock']","['nasdaq', 'market', 'investor', 'stock', 'speculationstock']"
322,CPOP,Pop Culture Group Co,pop culture,"['hastings', 'ceo', 'entrepreneur', 'netflix', 'entrepreneurship']","['hastings', 'ceo', 'entrepreneur', 'netflix']","['hastings', 'ceo', 'entrepreneur', 'netflix', 'entrepreneurship']"
323,IAA,IAA Inc,iaa,"['tesla', 'volkswagen', 'carmaker', 'audi', 'vw']","['tesla', 'volkswagen', 'carmaker', 'audi']","['tesla', 'volkswagen', 'carmaker', 'audi', 'vw']"
324,SHAK,Shake Shack Inc,shake shack,"['subsidy', 'unemployment', 'employ', 'wage', 'welfare']","['subsidy', 'unemployment', 'employ', 'wage']","['subsidy', 'unemployment', 'employ', 'wage', 'welfare']"
325,PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,merrill lynch,"['opec', 'brent', 'refinery', 'oil', 'slumpstock', 'nasdaq', 'selloff', 'surge', 'marketopec', 'brent', 'refinery', 'oil', 'slumphsbc', 'banking', 'jpmorgan', 'bank', 'financials']","['brent', 'refinery', 'oil', 'opec']","['brent', 'refinery', 'oil', 'opec', 'slumpstock']"
326,TSM,Taiwan Semiconductor Manufacturing Company Ltd,tsmc,"['huawei', 'hua', 'hong', 'chinese', 'beijing']","['huawei', 'hua', 'hong', 'chinese']","['huawei', 'hua', 'hong', 'chinese', 'beijing']"
327,UMC,United Microelectronics Corporation,united microelectronics,"['huawei', 'hua', 'hong', 'chinese', 'beijing']","['huawei', 'hua', 'hong', 'chinese']","['huawei', 'hua', 'hong', 'chinese', 'beijing']"
328,GIC,Global Industrial Company,global industrial,"['huawei', 'hua', 'hong', 'chinese', 'beijing']","['huawei', 'hua', 'hong', 'chinese']","['huawei', 'hua', 'hong', 'chinese', 'beijing']"
329,TROW,T,rowe price,"['fund', 'invest', 'investor', 'financial', 'investment']","['fund', 'invest', 'investor', 'financial']","['fund', 'invest', 'investor', 'financial', 'investment']"
330,NTRS,Northern Trust Corporation,northern trust,"['fund', 'invest', 'investor', 'financial', 'investment']","['fund', 'invest', 'investor', 'financial']","['fund', 'invest', 'investor', 'financial', 'investment']"
331,FHI,Federated Hermes Inc,federated hermes,"['fund', 'invest', 'investor', 'financial', 'investmentbank', 'lagos', 'nigerian', 'loan', 'naira']","['fund', 'invest', 'investor', 'financial']","['fund', 'invest', 'investor', 'financial', 'investmentbank']"
332,DTOC,Digital Transformation Opportunities Corp,digital transformation,"['capitalist', 'capitalistic', 'capitalism', 'policymakers', 'governmentla', 'gym', 'fitness', 'atlanta', 'angeles']","['capitalist', 'capitalistic', 'capitalism', 'policymakers']","['capitalist', 'capitalistic', 'capitalism', 'policymakers', 'governmentla']"
333,DNAA,Social Capital Suvretta Holdings Corp,social capital,"['capitalist', 'capitalistic', 'capitalism', 'policymakers', 'governmentcurrency', 'eurobond', 'ghana', 'monetary', 'cedi']","['capitalist', 'capitalistic', 'capitalism', 'policymakers']","['capitalist', 'capitalistic', 'capitalism', 'policymakers', 'governmentcurrency']"
334,MANU,Manchester United Ltd,manchester united,"['diet', 'nutrition', 'supermarket', 'lynn', 'poverty']","['diet', 'nutrition', 'supermarket', 'lynn']","['diet', 'nutrition', 'supermarket', 'lynn', 'poverty']"
335,DCT,Duck Creek Technologies Inc,duck creek,"['shanghai', 'singapore', 'chinese', 'china', 'investor']","['shanghai', 'singapore', 'chinese', 'china']","['shanghai', 'singapore', 'chinese', 'china', 'investor']"
336,WWD,Woodward Inc,woodward,"['pandemic', 'coronavirus', 'covid', 'vaccine', 'outbreak']","['pandemic', 'coronavirus', 'covid', 'vaccine']","['pandemic', 'coronavirus', 'covid', 'vaccine', 'outbreak']"
337,AMD,Advanced Micro Devices Inc,advanced micro,"['stock', 'nasdaq', 'stocksthe', 'trading', 'dipearnings', 'retailer', 'market', 'shop', 'primark']","['stock', 'nasdaq', 'stocksthe', 'trading']","['stock', 'nasdaq', 'stocksthe', 'trading', 'dipearnings']"
338,LCID,Lucid Group Inc,lucid,"['tesla', 'ev', 'powertrain', 'battery', 'vehicleeuro', 'ecb', 'luxembourg', 'candidate', 'bank']","['tesla', 'ev', 'powertrain', 'battery']","['tesla', 'ev', 'powertrain', 'battery', 'vehicleeuro']"
339,WBA,Walgreens Boots Alliance Inc,walgreens boots,"['richest', 'billionaire', 'multinational', 'jcb', 'wealth']","['richest', 'billionaire', 'multinational', 'jcb']","['richest', 'billionaire', 'multinational', 'jcb', 'wealth']"
340,FLIC,First of Long Island Corporation,first of,"['richest', 'billionaire', 'multinational', 'jcb', 'wealthfinancing', 'loan', 'colombia', 'lender', 'colombianuae', 'gdp', 'emirate', 'forecast', 'economy']","['richest', 'billionaire', 'multinational', 'jcb']","['richest', 'billionaire', 'multinational', 'jcb', 'wealthfinancing']"
341,CNX,CNX Resources Corporation,cnx resources,"['renewable', 'renewables', 'methane', 'fuel', 'gas']","['renewable', 'renewables', 'methane', 'fuel']","['renewable', 'renewables', 'methane', 'fuel', 'gas']"
342,BLDP,Ballard Power Systems Inc,ballard power,"['hydrogen', 'pollution', 'fuel', 'renewable', 'paris']","['hydrogen', 'pollution', 'fuel', 'renewable']","['hydrogen', 'pollution', 'fuel', 'renewable', 'paris']"
343,PRTS,CarParts,carparts,"['hydrogen', 'pollution', 'fuel', 'renewable', 'paris']","['hydrogen', 'pollution', 'fuel', 'renewable']","['hydrogen', 'pollution', 'fuel', 'renewable', 'paris']"
344,NESR,National Energy Services Reunited Corp,national energy,['nan'],['nan'],['nan']
345,FSNB,Fusion Acquisition Corp,fusion acquisition,"['raizen', 'biosev', 'merger', 'subsidiary', 'loan']","['raizen', 'biosev', 'merger', 'subsidiary']","['raizen', 'biosev', 'merger', 'subsidiary', 'loan']"
346,APO,Apollo Global Management Inc,apollo global,"['bond', 'debt', 'currency', 'demand', 'borrowingtianyuan', 'yuan', 'chinese', 'shanghai', 'hong']","['bond', 'debt', 'currency', 'demand']","['bond', 'debt', 'currency', 'demand', 'borrowingtianyuan']"
347,SUI,Sun Communities Inc,sun communities,"['bond', 'debt', 'currency', 'demand', 'borrowing']","['bond', 'debt', 'currency', 'demand']","['bond', 'debt', 'currency', 'demand', 'borrowing']"
348,APEI,American Public Education Inc,american public,"['retailer', 'bankruptcy', 'insurer', 'insurance', 'store']","['retailer', 'bankruptcy', 'insurer', 'insurance']","['retailer', 'bankruptcy', 'insurer', 'insurance', 'store']"
